,instant,temp,hum,windspeed,cnt,season_2,season_3,season_4,holiday_1,weathersit_2,weathersit_3,year,day,month_sin,month_cos,weekday_sin,weekday_cos
611,612,0.7075,0.790833,0.151121,6034,False,True,False,True,False,False,2012,3,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
107,108,0.5125,0.5425,0.163567,3429,True,False,False,False,False,False,2011,18,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
59,60,0.266667,0.535,0.216425,1851,False,False,False,False,False,False,2011,1,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
432,433,0.5275,0.5675,0.441563,5382,False,False,False,False,False,False,2012,8,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
100,101,0.595652,0.716956,0.324474,3348,True,False,False,False,True,False,2011,11,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
396,397,0.469167,0.507917,0.189067,4579,False,False,False,False,False,False,2012,1,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
653,654,0.561667,0.7075,0.296037,5875,False,False,True,False,True,False,2012,15,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
530,531,0.648333,0.569583,0.253733,7363,True,False,False,False,False,False,2012,14,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
627,628,0.5525,0.536667,0.215175,7591,False,True,False,False,False,False,2012,19,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
179,180,0.728333,0.497917,0.261821,5225,False,True,False,False,False,False,2011,29,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
304,305,0.400833,0.68375,0.135571,4068,False,False,True,False,False,False,2011,1,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
395,396,0.39,0.416667,0.261817,4509,False,False,False,False,False,False,2012,31,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
702,703,0.4525,0.7675,0.0827208,6234,False,False,True,False,False,False,2012,3,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
149,150,0.733333,0.685,0.131225,4098,True,False,False,True,False,False,2011,30,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
124,125,0.459167,0.444167,0.295392,4433,True,False,False,False,False,False,2011,5,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
588,589,0.6925,0.732917,0.206479,6299,False,True,False,False,True,False,2012,11,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
634,635,0.635,0.630833,0.2444,7733,False,False,True,False,False,False,2012,26,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
185,186,0.746667,0.590417,0.126258,4665,False,True,False,False,False,False,2011,5,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
478,479,0.321667,0.766667,0.303496,3214,True,False,False,False,True,False,2012,23,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
451,452,0.323333,0.29,0.187192,5102,True,False,False,False,False,False,2012,27,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
388,389,0.3425,0.835833,0.123767,4339,False,False,False,False,False,False,2012,24,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
720,721,0.326667,0.556667,0.374383,3623,False,False,False,False,True,False,2012,21,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
662,663,0.5875,0.63625,0.0727792,7693,False,False,True,False,False,False,2012,24,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
321,322,0.274167,0.41,0.168533,3392,False,False,True,False,False,False,2011,18,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
353,354,0.385833,0.595417,0.0615708,3750,False,False,True,False,True,False,2011,20,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
673,674,0.325833,0.532917,0.179108,5107,False,False,True,False,False,False,2012,4,-0.5000000000000004,0.8660254037844384,0.0,1.0
142,143,0.631667,0.81,0.233842,4274,True,False,False,False,True,False,2011,23,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
141,142,0.604167,0.749583,0.148008,4660,True,False,False,False,False,False,2011,22,0.49999999999999994,-0.8660254037844387,0.0,1.0
440,441,0.435833,0.842083,0.113192,4378,False,False,False,False,True,False,2012,16,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
320,321,0.341667,0.575833,0.305362,3053,False,False,True,False,True,False,2011,17,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
19,20,0.261667,0.538333,0.195904,1927,False,False,False,False,True,False,2011,20,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
172,173,0.733333,0.7075,0.172262,4507,False,True,False,False,False,False,2011,22,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
593,594,0.719167,0.519167,0.141796,7605,False,True,False,False,False,False,2012,16,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
312,313,0.4,0.758333,0.0621958,4109,False,False,True,False,False,False,2011,9,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
679,680,0.389167,0.645417,0.0578458,6536,False,False,True,False,False,False,2012,10,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
12,13,0.165,0.470417,0.301,1406,False,False,False,False,False,False,2011,13,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
305,306,0.3775,0.71875,0.0820917,4186,False,False,True,False,False,False,2011,2,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
354,355,0.428333,0.858333,0.2214,2660,False,False,False,False,True,False,2011,21,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
544,545,0.749167,0.4225,0.17165,6879,False,True,False,False,False,False,2012,28,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
169,170,0.699167,0.666667,0.102,4744,True,False,False,False,True,False,2011,19,1.2246467991473532e-16,-1.0,0.0,1.0
38,39,0.220833,0.537917,0.36195,1530,False,False,False,False,False,False,2011,8,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
558,559,0.715833,0.529583,0.146775,7446,False,True,False,False,False,False,2012,12,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
245,246,0.669167,0.716667,0.185325,4484,False,True,False,False,False,False,2011,3,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
298,299,0.484167,0.720417,0.148642,3894,False,False,True,False,True,False,2011,26,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
485,486,0.464167,0.57,0.171638,5572,True,False,False,False,True,False,2012,30,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
272,273,0.564167,0.6475,0.206475,5202,False,False,True,False,False,False,2011,30,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
154,155,0.635,0.45625,0.123142,5342,True,False,False,False,False,False,2011,4,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
126,127,0.52,0.54125,0.16045,4714,True,False,False,False,False,False,2011,7,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
519,520,0.6025,0.493333,0.184087,7641,True,False,False,False,False,False,2012,3,1.2246467991473532e-16,-1.0,0.0,1.0
341,342,0.265833,0.58,0.240058,3322,False,False,True,False,False,False,2011,8,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
287,288,0.506667,0.483333,0.258083,5217,False,False,True,False,False,False,2011,15,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
113,114,0.581667,0.810833,0.192175,4191,True,False,False,False,True,False,2011,24,0.8660254037844387,-0.4999999999999998,0.0,1.0
708,709,0.384167,0.905417,0.157975,3228,False,False,True,False,True,False,2012,9,-2.4492935982947064e-16,1.0,0.0,1.0
173,174,0.728333,0.703333,0.238804,4790,False,True,False,False,True,False,2011,23,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
359,360,0.321739,0.506957,0.239465,1317,False,False,False,True,False,False,2011,26,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
659,660,0.464167,0.51,0.166054,6824,False,False,True,False,False,False,2012,21,-0.8660254037844386,0.5000000000000001,0.0,1.0
57,58,0.343478,0.68,0.125248,2402,False,False,False,False,False,False,2011,27,0.8660254037844386,0.5000000000000001,0.0,1.0
495,496,0.505833,0.552083,0.314063,6572,True,False,False,False,False,False,2012,10,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
222,223,0.7175,0.42375,0.164796,4792,False,True,False,False,False,False,2011,11,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
280,281,0.521667,0.70125,0.0454042,5409,False,False,True,False,False,False,2011,8,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
671,672,0.355,0.522083,0.266175,5847,False,False,True,False,False,False,2012,2,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
322,323,0.329167,0.502083,0.224496,3663,False,False,True,False,False,False,2011,19,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
255,256,0.650833,0.7125,0.141804,4763,False,True,False,False,False,False,2011,13,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
721,722,0.265833,0.44125,0.407346,1749,False,False,False,False,False,False,2012,22,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
190,191,0.7475,0.578333,0.183471,4881,False,True,False,False,False,False,2011,10,-0.4999999999999997,-0.8660254037844388,0.0,1.0
709,710,0.435833,0.925,0.190308,5170,False,False,True,False,True,False,2012,10,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
645,646,0.415833,0.708333,0.141162,3510,False,False,True,False,True,False,2012,7,-0.8660254037844386,0.5000000000000001,0.0,1.0
417,418,0.395833,0.567917,0.234471,4773,False,False,False,False,False,False,2012,22,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
94,95,0.414167,0.642083,0.388067,1795,True,False,False,False,True,False,2011,5,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
180,181,0.696667,0.434167,0.185312,5515,False,True,False,False,False,False,2011,30,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
477,478,0.396667,0.835417,0.344546,1027,True,False,False,False,False,True,2012,22,0.8660254037844387,-0.4999999999999998,0.0,1.0
537,538,0.805833,0.567917,0.118787,5905,False,True,False,False,False,False,2012,21,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
669,670,0.3575,0.666667,0.166667,5566,False,False,True,False,True,False,2012,31,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
503,504,0.564167,0.523333,0.136817,7639,True,False,False,False,False,False,2012,18,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
479,480,0.413333,0.454167,0.249383,5633,True,False,False,False,False,False,2012,24,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
5,6,0.204348,0.518261,0.0895652,1606,False,False,False,False,False,False,2011,6,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
716,717,0.393333,0.907083,0.0982583,4585,False,False,True,False,True,False,2012,17,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
45,46,0.266087,0.314348,0.291374,1815,False,False,False,False,False,False,2011,15,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
446,447,0.554167,0.83125,0.117562,6871,True,False,False,False,False,False,2012,22,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
551,552,0.8275,0.457917,0.194029,6241,False,True,False,False,False,False,2012,5,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
171,172,0.680833,0.770417,0.171025,4835,False,True,False,False,True,False,2011,21,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
16,17,0.175833,0.5375,0.194017,1000,False,False,False,True,True,False,2011,17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
48,49,0.521667,0.516667,0.264925,2927,False,False,False,False,False,False,2011,18,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
706,707,0.320833,0.764167,0.1306,5008,False,False,True,False,True,False,2012,7,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
668,669,0.318182,0.825455,0.213009,1096,False,False,True,False,True,False,2012,30,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
3,4,0.2,0.590435,0.160296,1562,False,False,False,False,False,False,2011,4,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
501,502,0.636667,0.697917,0.122512,7424,True,False,False,False,False,False,2012,16,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
613,614,0.736667,0.74125,0.187808,7112,False,True,False,False,False,False,2012,5,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
316,317,0.440833,0.458333,0.281721,3717,False,False,True,False,False,False,2011,13,-0.5000000000000004,0.8660254037844384,0.0,1.0
672,673,0.343333,0.49125,0.270529,5138,False,False,True,False,True,False,2012,3,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
283,284,0.566667,0.80875,0.143042,4563,False,False,True,False,True,False,2011,11,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
96,97,0.4375,0.602917,0.162312,3141,True,False,False,False,False,False,2011,7,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
285,286,0.589167,0.896667,0.141787,2913,False,False,True,False,True,False,2011,13,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
462,463,0.4375,0.254167,0.274871,6857,True,False,False,False,False,False,2012,7,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
225,226,0.676667,0.8175,0.222633,3820,False,True,False,False,True,False,2011,14,-0.8660254037844385,-0.5000000000000004,0.0,1.0
586,587,0.755833,0.620417,0.1561,7286,False,True,False,False,False,False,2012,9,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
263,264,0.595,0.9,0.0964042,4352,False,True,False,False,True,False,2011,21,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
437,438,0.565,0.6175,0.23695,5847,False,False,False,False,False,False,2012,13,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
50,51,0.285217,0.407826,0.223235,1812,False,False,False,False,False,False,2011,20,0.8660254037844386,0.5000000000000001,0.0,1.0
364,365,0.41,0.615833,0.220154,2485,False,False,False,False,False,False,2011,31,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
229,230,0.711667,0.654583,0.233208,3805,False,True,False,False,False,False,2011,18,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
37,38,0.271667,0.738333,0.0454083,1712,False,False,False,False,False,False,2011,7,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
157,158,0.7075,0.597917,0.187808,4833,True,False,False,False,False,False,2011,7,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
237,238,0.7,0.76125,0.0839625,4661,False,True,False,False,False,False,2011,26,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
701,702,0.3475,0.823333,0.124379,4649,False,False,True,False,True,False,2012,2,-2.4492935982947064e-16,1.0,0.0,1.0
374,375,0.308696,0.646522,0.187552,3598,False,False,False,False,False,False,2012,10,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
370,371,0.334167,0.542083,0.167908,4098,False,False,False,False,False,False,2012,6,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
442,443,0.4725,0.81,0.126883,5892,False,False,False,False,True,False,2012,18,1.0,6.123233995736766e-17,0.0,1.0
175,176,0.695,0.483333,0.209571,5202,False,True,False,False,False,False,2011,25,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
620,621,0.599167,0.577083,0.131846,7870,False,True,False,False,False,False,2012,12,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
127,128,0.528333,0.631667,0.0746375,4333,True,False,False,False,False,False,2011,8,0.49999999999999994,-0.8660254037844387,0.0,1.0
539,540,0.731667,0.534583,0.179721,7458,False,True,False,False,False,False,2012,23,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
194,195,0.680833,0.47625,0.240667,5084,False,True,False,False,False,False,2011,14,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
694,695,0.245833,0.468333,0.1505,2424,False,False,True,False,False,False,2012,25,-0.5000000000000004,0.8660254037844384,0.0,1.0
497,498,0.564167,0.480417,0.123133,7429,True,False,False,False,False,False,2012,12,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
500,501,0.611667,0.794583,0.147392,5115,True,False,False,False,True,False,2012,15,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
705,706,0.255833,0.50875,0.174754,5375,False,False,True,False,False,False,2012,6,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
608,609,0.764167,0.5875,0.168533,7350,False,True,False,False,False,False,2012,31,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
628,629,0.546667,0.618333,0.118167,7720,False,True,False,False,False,False,2012,20,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
67,68,0.295833,0.775417,0.22015,1891,False,False,False,False,True,False,2011,9,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
493,494,0.581667,0.685833,0.296029,5728,True,False,False,False,True,False,2012,8,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
168,169,0.696667,0.670417,0.119408,5119,True,False,False,False,False,False,2011,18,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
444,445,0.560833,0.807917,0.121271,6093,False,False,False,False,False,False,2012,20,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
499,500,0.573333,0.789583,0.212692,2843,True,False,False,False,True,False,2012,14,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
162,163,0.6925,0.747917,0.163567,4460,True,False,False,False,False,False,2011,12,1.2246467991473532e-16,-1.0,0.0,1.0
309,310,0.348333,0.734583,0.0920542,3649,False,False,True,False,False,False,2011,6,-0.5000000000000004,0.8660254037844384,0.0,1.0
193,194,0.746667,0.631667,0.146133,4342,False,True,False,False,False,False,2011,13,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
521,522,0.540833,0.613333,0.209575,7001,True,False,False,False,True,False,2012,5,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
365,366,0.37,0.6925,0.192167,2294,False,False,False,False,False,False,2012,1,0.49999999999999994,0.8660254037844387,0.0,1.0
383,384,0.19,0.4975,0.220158,3292,False,False,False,False,False,False,2012,19,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
528,529,0.653333,0.833333,0.214546,4972,True,False,False,False,True,False,2012,12,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
152,153,0.715,0.305,0.292287,4968,True,False,False,False,False,False,2011,2,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
581,582,0.793333,0.613333,0.257458,6824,False,True,False,False,False,False,2012,4,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
638,639,0.526667,0.583333,0.134958,6889,False,False,True,False,False,False,2012,30,-1.0,-1.8369701987210297e-16,0.0,1.0
111,112,0.336667,0.729583,0.219521,1683,True,False,False,False,True,False,2011,22,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
226,227,0.665833,0.712083,0.208954,4338,False,True,False,False,False,False,2011,15,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
511,512,0.6925,0.7325,0.198992,6536,True,False,False,False,False,False,2012,26,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
583,584,0.7525,0.654167,0.129354,7013,False,True,False,False,True,False,2012,6,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
103,104,0.4675,0.540417,0.1107,3267,True,False,False,False,False,False,2011,14,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
421,422,0.279167,0.41,0.205229,3389,False,False,False,False,False,False,2012,26,0.8660254037844386,0.5000000000000001,0.0,1.0
419,420,0.4075,0.7375,0.237567,3487,False,False,False,False,True,False,2012,24,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
570,571,0.750833,0.655,0.211454,7592,False,True,False,False,False,False,2012,24,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
604,605,0.703333,0.730417,0.128733,6917,False,True,False,False,False,False,2012,27,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
74,75,0.365217,0.776522,0.203117,2192,False,False,False,False,True,False,2011,16,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
115,116,0.631667,0.729167,0.3265,4400,True,False,False,False,False,False,2011,26,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
407,408,0.1275,0.464583,0.409212,1529,False,False,False,False,False,False,2012,12,0.8660254037844386,0.5000000000000001,0.0,1.0
704,705,0.438333,0.485,0.324021,5729,False,False,True,False,False,False,2012,5,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
119,120,0.4725,0.503333,0.235075,5312,True,False,False,False,False,False,2011,30,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
53,54,0.221739,0.423043,0.094113,1917,False,False,False,False,False,False,2011,23,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
151,152,0.764167,0.677083,0.207092,3974,True,False,False,False,True,False,2011,1,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
403,404,0.256667,0.722917,0.133721,2802,False,False,False,False,True,False,2012,8,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
687,688,0.3425,0.692917,0.227612,4669,False,False,True,False,False,False,2012,18,-0.5000000000000004,0.8660254037844384,0.0,1.0
207,208,0.775,0.402917,0.183463,4656,False,True,False,False,False,False,2011,27,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
512,513,0.69,0.697083,0.215171,6591,True,False,False,False,False,False,2012,27,0.49999999999999994,-0.8660254037844387,0.0,1.0
615,616,0.703333,0.73625,0.171646,7504,False,True,False,False,False,False,2012,7,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
680,681,0.420833,0.659167,0.1275,6852,False,False,True,False,False,False,2012,11,-0.5000000000000004,0.8660254037844384,0.0,1.0
609,610,0.753333,0.638333,0.113187,6140,False,True,False,False,True,False,2012,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
506,507,0.598333,0.81125,0.233204,4359,True,False,False,False,True,False,2012,21,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
591,592,0.726667,0.686667,0.169158,6784,False,True,False,False,False,False,2012,14,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
36,37,0.285833,0.568333,0.1418,1623,False,False,False,False,False,False,2011,6,0.8660254037844386,0.5000000000000001,0.0,1.0
452,453,0.484167,0.48125,0.291671,5698,True,False,False,False,False,False,2012,28,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
139,140,0.536667,0.719583,0.125013,4917,True,False,False,False,False,False,2011,20,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
253,254,0.653333,0.71375,0.115054,5046,False,True,False,False,False,False,2011,11,-1.0,-1.8369701987210297e-16,0.0,1.0
303,304,0.34,0.703333,0.10635,3669,False,False,True,False,False,False,2011,31,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
552,553,0.828333,0.450833,0.146142,6207,False,True,False,False,False,False,2012,6,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
526,527,0.726667,0.538333,0.133721,6598,True,False,False,False,False,False,2012,10,1.2246467991473532e-16,-1.0,0.0,1.0
534,535,0.568333,0.777917,0.174746,5099,True,False,False,False,True,False,2012,18,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
262,263,0.561667,0.88125,0.134954,3641,False,True,False,False,True,False,2011,20,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
297,298,0.471667,0.622917,0.166658,4687,False,False,True,False,False,False,2011,25,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
414,415,0.28,0.515833,0.253112,2689,False,False,False,False,True,False,2012,19,0.8660254037844386,0.5000000000000001,0.0,1.0
150,151,0.775,0.636667,0.111329,3982,True,False,False,False,False,False,2011,31,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
579,580,0.7525,0.659583,0.129354,7261,False,True,False,False,False,False,2012,2,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
648,649,0.514167,0.630833,0.187821,7691,False,False,True,False,False,False,2012,10,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
488,489,0.56,0.768333,0.133696,6421,True,False,False,False,True,False,2012,3,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
147,148,0.655833,0.729583,0.230092,4758,True,False,False,False,False,False,2011,28,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
146,147,0.681667,0.65375,0.240679,4679,True,False,False,False,False,False,2011,27,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
535,536,0.688333,0.69,0.148017,6825,True,False,False,False,False,False,2012,19,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
676,677,0.295833,0.5475,0.304108,5035,False,False,True,False,True,False,2012,7,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
548,549,0.781667,0.447083,0.195267,6227,False,True,False,False,False,False,2012,2,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
348,349,0.4225,0.634167,0.268042,3709,False,False,True,False,True,False,2011,15,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
463,464,0.5,0.275833,0.232596,5169,True,False,False,False,False,False,2012,8,0.8660254037844387,-0.4999999999999998,0.0,1.0
325,326,0.416667,0.9625,0.118792,1607,False,False,True,False,False,True,2011,22,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
186,187,0.72,0.743333,0.149883,4629,False,True,False,False,False,False,2011,6,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
123,124,0.414167,0.737083,0.328996,2633,True,False,False,False,True,False,2011,4,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
621,622,0.6125,0.637083,0.0827208,7804,False,True,False,False,False,False,2012,13,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
143,144,0.66,0.740833,0.207092,4492,True,False,False,False,True,False,2011,24,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
696,697,0.291667,0.786667,0.237562,3959,False,False,True,False,True,False,2012,27,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
197,198,0.719167,0.604167,0.245033,5302,False,True,False,False,False,False,2011,17,-0.4999999999999997,-0.8660254037844388,0.0,1.0
